nodeid,first,last
tests/test_sultan.py::test_model_dc_gain,not_run,unobserved
tests/test_sultan.py::test_model_dc_gain_step,not_run,unobserved
tests/test_sultan.py::test_model_delay_boolean,not_run,unobserved
tests/test_sultan.py::test_model_delay_update,not_run,unobserved
tests/test_sultan.py::test_model_rejects_a_short_seed,not_run,unobserved
tests/test_sultan.py::test_no_credentials_refuses_the_connection,not_run,unobserved
tests/test_sultan.py::test_notes_index_the_shot_files,not_run,unobserved
tests/test_sultan.py::test_phase,not_run,unobserved
tests/test_sultan.py::test_phase_name_out_of_range,not_run,unobserved
tests/test_sultan.py::test_profile_offset,not_run,unobserved
tests/test_sultan.py::test_profile_reports_a_steady_shot,not_run,unobserved
tests/test_sultan.py::test_rejects_unknown_mode,not_run,unobserved
tests/test_sultan.py::test_sampledataframe_lowpass_filter,not_run,unobserved
tests/test_sultan.py::test_samplenumber,not_run,unobserved
tests/test_sultan.py::test_set_mode,not_run,unobserved
tests/test_sultan.py::test_shot_change_reloads_the_profile,not_run,unobserved
tests/test_sultan.py::test_shot_out_of_range,not_run,unobserved
tests/test_sultan.py::test_shot_phase_name,not_run,unobserved
tests/test_sultan.py::test_side_out_of_range,not_run,unobserved
tests/test_sultan.py::test_sourcedata_name,not_run,unobserved
tests/test_sultan.py::test_sourcedata_update,not_run,unobserved
tests/test_sultan.py::test_sultandata_update,not_run,unobserved
tests/test_sultan.py::test_trial_update,not_run,unobserved
tests/test_sultan.py::test_waveform_carries_the_excitation_amplitudes,not_run,unobserved
tests/test_sultan.py::test_waveform_zeroes_the_input_outside_the_pulse,not_run,unobserved
tests/test_tensor_spline.py::test_cell_coefficients_are_c2_across_every_interior_boundary,not_run,unobserved
tests/test_tensor_spline.py::test_jit_eager_and_vmap_keep_fixed_shapes,not_run,unobserved
tests/test_tensor_spline.py::test_point_gradient_with_respect_to_map_matches_finite_difference,not_run,unobserved
tests/test_tensor_spline.py::test_values_gradient_and_hessian_match_scipy[STEP_SPP_001_ECHD_ftop.eqdsk],not_run,unobserved
tests/test_tensor_spline.py::test_values_gradient_and_hessian_match_scipy[analytic],not_run,unobserved
tests/test_tensor_spline.py::test_values_gradient_and_hessian_match_scipy[iterhybrid_cocos17.eqdsk],not_run,unobserved
tests/test_thermalhydralic.py::test_coldtest_caches_the_conditioned_group,not_run,unobserved
tests/test_thermalhydralic.py::test_coldtest_indexes_on_the_timestamp,not_run,unobserved
tests/test_thermalhydralic.py::test_coldtest_recovers_the_current_squared_law,not_run,unobserved
tests/test_thermalhydralic.py::test_coldtest_splits_channels_by_sensor_and_unit,not_run,unobserved
tests/test_thermalhydralic.py::test_coldtest_zeroes_the_channel_on_the_first_samples,not_run,unobserved
tests/test_thermalhydralic.py::test_frequency_response_corner_falls_three_decibel,not_run,unobserved
tests/test_thermalhydralic.py::test_frequency_response_labels_successive_datasets,not_run,unobserved
tests/test_thermalhydralic.py::test_frequency_response_magnitude_matches_analytic_lag,not_run,unobserved
tests/test_thermalhydralic.py::test_frequency_response_rejects_duplicate_label,not_run,unobserved
tests/test_thermalhydralic.py::test_frequency_response_rolls_off_twenty_decibel_per_decade,not_run,unobserved
tests/test_thermalhydralic.py::test_frequency_response_row_per_sample,not_run,unobserved
tests/test_thermalhydralic.py::test_frequency_response_sorts_on_frequency,not_run,unobserved
tests/test_thermalhydralic.py::test_lumped_capacitance_recovers_time_constant,not_run,unobserved
tests/test_thermalhydralic.py::test_lumped_capacitance_solves_analytic_exponential,not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.attributes],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.cold_test],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.frequencyresponse],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.lumpedparameter],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.naka.database],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.naka.localdata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.naka.nakadata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.naka.nakaserver],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.naka.pipeline],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.naka.sampledata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.naka],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.plotimport],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.spectrum],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.campaign],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.clear],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.database],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.ensemble],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.field],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.fitfluid],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.fluidmodel],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.fluidprofile],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.heatindex],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.localdata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.model],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.phase],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.profile],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.remotedata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.sample],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.sampledata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.sourcedata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.sultandata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.sultanspectrum],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.trial],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan.waveform],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.sultan],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.twente.twentedata],not_run,unobserved
tests/test_thermalhydralic.py::test_module_imports[nova.thermalhydralic.twente],not_run,unobserved
tests/test_topology_read_equivalence.py::test_coarse_iteration_preserves_the_full_resolution_emit,not_run,unobserved
tests/test_topology_read_equivalence.py::test_first_read_and_bracket_miss_use_the_cold_sweep,not_run,unobserved
tests/test_topology_read_equivalence.py::test_warm_bracket_reproduces_cold_binding_levels_exactly,not_run,unobserved
tests/test_transport_cocos.py::test_each_independent_sign_round_trips_through_torax[f],not_run,unobserved
tests/test_transport_cocos.py::test_each_independent_sign_round_trips_through_torax[ffprime],not_run,unobserved
tests/test_transport_cocos.py::test_each_independent_sign_round_trips_through_torax[ip],not_run,unobserved
tests/test_transport_cocos.py::test_each_independent_sign_round_trips_through_torax[phi],not_run,unobserved
tests/test_transport_cocos.py::test_each_independent_sign_round_trips_through_torax[pprime],not_run,unobserved
tests/test_transport_cocos.py::test_each_independent_sign_round_trips_through_torax[psi],not_run,unobserved
tests/test_transport_coupled_window.py::test_converged_and_cap_one_windows_share_one_measured_coupling_axis,not_run,unobserved
tests/test_transport_coupled_window.py::test_coreless_branch_outcome_names_its_sample_and_window_exchange,not_run,unobserved
tests/test_transport_coupled_window.py::test_equilibrium_sweep_consumes_interpolated_sources_and_returns_receipts,not_run,unobserved
tests/test_transport_coupled_window.py::test_nonconverging_window_serializes_its_exhaustion_receipt_before_raising,not_run,unobserved
tests/test_transport_coupled_window.py::test_profile_time_interpolation_stays_on_normalised_radial_coordinates,not_run,unobserved
tests/test_transport_coupled_window.py::test_transport_sweep_matches_the_equivalent_interpolated_facade_interval,not_run,unobserved
tests/test_transport_coupled_window.py::test_window_receipt_closes_flux_and_boundary_current_ledgers,not_run,unobserved
tests/test_transport_ensemble.py::test_batched_member_gradient_matches_scalar_path,not_run,unobserved
tests/test_transport_ensemble.py::test_jitted_and_eager_batches_agree[native-psi-diffusion],not_run,unobserved
tests/test_transport_ensemble.py::test_jitted_and_eager_batches_agree[torax-multi-channel],not_run,unobserved
tests/test_transport_ensemble.py::test_member_state_batch_is_immutable_and_rejects_ambiguous_identity,not_run,unobserved
tests/test_transport_ensemble.py::test_vmapped_members_match_scalar_loop_and_keep_identity[native-psi-diffusion],not_run,unobserved
tests/test_transport_ensemble.py::test_vmapped_members_match_scalar_loop_and_keep_identity[torax-multi-channel],not_run,unobserved
tests/test_transport_environment.py::test_nova_transport_and_torax_share_the_expected_jax_runtime,not_run,unobserved
tests/test_transport_evolved_state.py::test_mapped_source_converges_with_force_and_current_receipts,not_run,unobserved
tests/test_transport_evolved_state.py::test_mapping_crosses_the_callable_source_boundary_with_si_primitives,not_run,unobserved
tests/test_transport_evolved_state.py::test_mapping_restores_the_negated_total_flux_gradient_sense,not_run,unobserved
tests/test_transport_evolved_state.py::test_real_torax_receipt_aligns_cell_and_face_radial_grids,not_run,unobserved
tests/test_transport_geometry.py::test_direct_adapter_matches_torax_reader_run,not_run,unobserved
tests/test_transport_geometry.py::test_direct_adapter_refuses_nonuniform_radial_grid_under_jit,not_run,unobserved
tests/test_transport_geometry.py::test_extended_columns_match_shaped_analytic_references_and_batch,not_run,unobserved
tests/test_transport_geometry.py::test_uniform_grid_callback_is_host_only_and_carries_radial_tangent,not_run,unobserved
tests/test_transport_geometry_reference.py::test_clipped_cells_match_independent_contour_geometry,not_run,unobserved
tests/test_transport_geometry_reference.py::test_iterhybrid_twins_recover_pinned_cocos_seventeen[iterhybrid_cocos02.eqdsk-2],not_run,unobserved
tests/test_transport_geometry_reference.py::test_iterhybrid_twins_recover_pinned_cocos_seventeen[iterhybrid_cocos11.eqdsk-11],not_run,unobserved
tests/test_transport_geometry_reference.py::test_mast_efm_geometry_matches_host_contour_route,not_run,unobserved
tests/test_transport_geometry_reference.py::test_nova_fsa_matches_torax_eqdsk_reader[STEP_SPP_001_ECHD_ftop.eqdsk-1],not_run,unobserved
tests/test_transport_geometry_reference.py::test_nova_fsa_matches_torax_eqdsk_reader[iterhybrid_cocos17.eqdsk-17],not_run,unobserved
tests/test_transport_public_surface.py::test_all_ladder_entry_points_import_from_transport_package,not_run,unobserved
tests/test_transport_public_surface.py::test_every_declared_public_name_imports_from_transport_package,not_run,unobserved
tests/test_transport_window_gradients.py::test_implicit_gradient_matches_finite_difference_across_caps_and_geometry,not_run,unobserved
tests/test_two_class_recovery.py::test_cold_seed_receipts_keep_one_fixed_branch_axis_under_vmap,not_run,unobserved
tests/test_uri.py::test_append_uri_fragment,not_run,unobserved
tests/test_uri.py::test_data_entry,not_run,unobserved
tests/test_uri.py::test_home_public,not_run,unobserved
tests/test_uri.py::test_home_user,not_run,unobserved
tests/test_uri.py::test_ids_path,not_run,unobserved
tests/test_uri.py::test_uri_attrs,not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-None-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-None-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-None-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-None-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-None-wall/path/to/data],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-user=public;pulse=17151;run=4;database=aug;version=3-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-user=public;pulse=17151;run=4;database=aug;version=3-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-assci-user=public;pulse=17151;run=4;database=aug;version=3-wall/path/to/data],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-None-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-None-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-None-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-None-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-None-wall/path/to/data],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-None-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-wall/path/to/data],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-None-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-None-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-None-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-None-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-None-wall/path/to/data],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-user=public;pulse=17151;run=4;database=aug;version=3-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-user=public;pulse=17151;run=4;database=aug;version=3-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-assci-user=public;pulse=17151;run=4;database=aug;version=3-wall/path/to/data],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-None-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-None-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-None-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-None-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-None-wall/path/to/data],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-None],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0/ids_path],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-equilibrium:0],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-pf_passive],not_run,unobserved
tests/test_uri.py::test_uri_format[imas-mcintos@sdcc-login04:22-hdf5-user=public;pulse=17151;run=4;database=aug;version=3-wall/path/to/data],not_run,unobserved
tests/test_volume.py::test_a_sweep_keeps_its_corner_loops_at_double_precision,not_run,unobserved
tests/test_volume.py::test_cell_closed,not_run,unobserved
tests/test_volume.py::test_cell_type,not_run,unobserved
tests/test_volume.py::test_cell_volume,not_run,unobserved
tests/test_volume.py::test_collapse_collinear_keeps_the_corners_and_drops_the_rest,not_run,unobserved
tests/test_volume.py::test_collapse_collinear_leaves_a_finely_resolved_curve_alone,not_run,unobserved
tests/test_volume.py::test_rotate_to_axes,not_run,unobserved
tests/test_volume.py::test_section_rotate_pi,not_run,unobserved
tests/test_volume.py::test_section_rotate_rotate,not_run,unobserved
tests/test_volume.py::test_section_rotate_triad,not_run,unobserved
tests/test_volume.py::test_section_translate,not_run,unobserved
tests/test_volume.py::test_sweep,not_run,unobserved
tests/test_volume.py::test_sweep_keeps_the_sections_width_radial_and_its_height_vertical[axes],not_run,unobserved
tests/test_volume.py::test_sweep_keeps_the_sections_width_radial_and_its_height_vertical[vector],not_run,unobserved
tests/test_volume.py::test_the_footprint_of_a_concave_section_stays_concave,not_run,unobserved
tests/test_volume.py::test_the_footprint_of_a_constant_radius_sweep_is_the_section,not_run,unobserved
tests/test_volume.py::test_to_axes[x-1.0471975511965976],not_run,unobserved
tests/test_volume.py::test_to_axes[xyz-angles1],not_run,unobserved
tests/test_volume.py::test_to_axes[xz-angles2],not_run,unobserved
tests/test_volume.py::test_to_axes[zy-angles3],not_run,unobserved
tests/test_volume.py::test_to_axes_to_axes,not_run,unobserved
tests/test_vtk.py::test_add_single_area_vtk,not_run,unobserved
tests/test_vtk.py::test_add_single_framearea_rotate_vtk,not_run,unobserved
tests/test_vtk.py::test_add_single_polyarea_rotate_vtk,not_run,unobserved
tests/test_vtk.py::test_add_single_volume_vtk,not_run,unobserved
tests/test_vtk.py::test_box_bounds,not_run,unobserved
tests/test_vtk.py::test_coilset_default_vtk,not_run,unobserved
tests/test_vtk.py::test_poly_vtk,not_run,unobserved
tests/test_vtk.py::test_save_load_vtk,not_run,unobserved
tests/test_vtk.py::test_vtk_from_poly,not_run,unobserved
tests/test_vtk.py::test_vtk_poly,not_run,unobserved
tests/test_vtk.py::test_vtk_skin,not_run,unobserved
tests/test_wall_mask.py::test_densify_units_spacing_and_tags,not_run,unobserved
tests/test_wall_mask.py::test_fat_tile_no_thin_diagnostic,not_run,unobserved
tests/test_wall_mask.py::test_gap_merge_diagnostic_fires,not_run,unobserved
tests/test_wall_mask.py::test_material_tile_excises_cells,not_run,unobserved
tests/test_wall_mask.py::test_no_units_yields_no_wall_sentinel,not_run,unobserved
tests/test_wall_mask.py::test_open_line_primitive_marks_crossed_cells,not_run,unobserved
tests/test_wall_mask.py::test_single_vessel_reproduces_inside_polygon,not_run,unobserved
tests/test_wall_mask.py::test_thin_blade_leaves_at_least_one_cell,not_run,unobserved
tests/test_wall_mask.py::test_thin_unit_diagnostic_fires,not_run,unobserved
tests/test_winding.py::test_a_hollow_winding_carries_its_core_as_a_linked_negative,not_run,unobserved
tests/test_winding.py::test_a_swept_skin_keeps_its_circular_boundaries,not_run,unobserved
tests/test_winding.py::test_a_thickened_arc_routes_to_the_element_that_can_evaluate_its_section[cross_section0-rectangle-bow],not_run,unobserved
tests/test_winding.py::test_a_thickened_arc_routes_to_the_element_that_can_evaluate_its_section[cross_section1-hexagon-polybow],not_run,unobserved
tests/test_winding.py::test_a_thickened_arc_routes_to_the_element_that_can_evaluate_its_section[cross_section2-disc-polybow],not_run,unobserved
tests/test_winding.py::test_polyplot_subframe,not_run,unobserved
tests/test_winding.py::test_rect_volume_poloidal_plane,not_run,unobserved
tests/test_winding.py::test_rect_volume_toroidal_plane,not_run,unobserved
tests/test_winding.py::test_store_load,not_run,unobserved
tests/test_winding.py::test_the_poly_column_carries_the_area_the_section_encloses[cross_section0],not_run,unobserved
tests/test_winding.py::test_the_poly_column_carries_the_area_the_section_encloses[cross_section1],not_run,unobserved
tests/test_winding.py::test_the_poly_column_carries_the_area_the_section_encloses[cross_section2],not_run,unobserved
